date,future_returns,predictions,strategy_return,cumulative_return,portfolio_value,drawdown
2024-05-23,0.0287349387717386,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-05-24,0.0213180867855196,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-05-28,0.0229485718618558,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-05-29,0.029323639398904,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-05-30,0.0166762975875713,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-05-31,0.0241351997087204,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-03,-0.0046900290281115,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-04,0.0658604286805888,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-05,0.0878133030862478,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-06,0.1016041252983639,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-07,0.079232025910046,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-10,0.1219448885083298,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-11,0.0344678194649425,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-12,-0.0159101890350743,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-13,-0.0315065154073846,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-14,-0.0204714595265822,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-17,-0.035076234198721,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-18,-0.0048532291764599,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-20,0.0210797092539953,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-21,0.0150849121578544,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-24,0.0413663872620111,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-25,0.0535703808533354,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-26,0.0389213576760583,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-27,0.0571695743926499,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-06-28,0.0816637679198055,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-01,0.0550403023233438,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-02,0.0577019824422639,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-03,0.0271723027856229,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-05,0.0185561322200664,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-08,0.0288823497659707,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-09,0.0268499987616153,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-10,-0.017598076294224,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-11,-0.0148965115182022,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-12,-0.0270235193937611,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-15,-0.0445392561946845,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-16,-0.0417769466257562,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-17,-0.0451765375164917,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-18,-0.0298420548129346,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-19,-0.028308924332509,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-22,-0.0255401700084894,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-23,-0.0275986120561884,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-24,0.0161983351640655,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-25,0.0040000662372754,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-26,0.0087171224287956,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-29,-0.0411015824966114,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-30,-0.0528794367468897,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-07-31,-0.0552052599301655,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-01,-0.0231269111398515,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-02,-0.0164650309464431,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-05,0.0406737223739226,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-06,0.0689867866275411,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-07,0.0579384626827714,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-08,0.0547096932650967,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-09,0.0465761823354198,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-12,0.0384314487079626,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-13,0.0236813701973597,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-14,0.0211076741267326,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-15,-0.0008454834668613,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-16,0.0034949233840568,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-19,0.0057107164678817,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-20,0.0067105525974529,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-21,0.0003975703595984,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-22,0.0234266804141753,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-23,0.0095220281147971,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-26,-0.019411761919488,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-27,-0.0314869950955911,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-28,-0.0181465067623225,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-29,-0.0390355770646625,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-08-30,-0.0353274197409546,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-03,-0.0119406557071372,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-04,0.0081955681965704,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-05,0.001753833044634,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-06,0.0076079171349676,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-09,-0.0207776872641155,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-10,-0.0150834635966045,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-11,-0.0088476182006882,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-12,0.0273824223583067,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-13,0.0256179946693433,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-16,0.0469212222979797,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-17,0.0488030743795999,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-18,0.0257374059299533,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-19,-0.0058985238946472,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-20,-0.0017966806880068,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-23,0.0288337778341347,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-24,-0.0051017406972928,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-25,0.001811273344652,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-26,-0.0081312541351887,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-27,-0.0043461828921055,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-09-30,-0.048540762530522,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-01,-0.001945211539971,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-02,0.0121703500572918,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-03,0.014933307864652,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-04,0.003306994909703,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-07,0.0433488955884215,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-08,0.0357886423860811,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-09,0.0097586236180284,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-10,0.0135785183653849,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-11,0.0327400277223808,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-14,0.0223951163160269,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-15,0.0085952377148885,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-16,-0.0044007022127607,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-17,-0.0068059812269158,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-18,-0.0152765512856584,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-21,-0.0130244864974747,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-22,-0.0092851076532802,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-23,-0.0028600526176133,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-24,-0.020210885235933,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-25,-0.0367313928542151,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-28,-0.0488003456659041,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-29,-0.0437369303851914,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-30,-0.0320730760884557,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-10-31,0.0069498099976055,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-01,0.0192889153840287,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-04,0.0111109118381891,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-05,0.0045948210740096,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-06,0.0118879806929721,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-07,0.0043567684331762,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-08,-0.0086358771557216,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-11,0.0169022464693853,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-12,0.0180618258814677,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-13,0.0172352259600778,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-14,0.0013145221729393,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-15,0.0216444363484624,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-18,0.0212699470995678,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-19,0.0297002835139581,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-20,0.0258951117880092,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-21,0.0385524429801071,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-22,0.0422848475872432,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-25,0.0419978133111058,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-26,0.03382111588261,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-27,0.0345210063622047,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-11-29,0.0232165594936548,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-02,0.0298843334302432,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-03,0.0211002790583465,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-04,0.0143205628482943,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-05,0.0202435736810417,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-06,0.0217839855209338,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-09,0.017385983597814,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-10,0.0230455126469746,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-11,0.0063287870472743,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-12,0.0073802538789993,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-13,0.0256316710269879,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-16,0.0168499441206138,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-17,0.0186209130140775,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-18,0.0442246559354939,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-19,0.0232194011291189,0,0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-20,-0.0089984688374477,0,-0.0,0.22309490736500015,122309.49073650001,0.0
2024-12-23,-0.0189994470368102,0,-0.0,0.22309490736500015,122309.49073650001,0.0
